City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
336,port saint john's,-31.6229,29.5448,18.11,28,98,3.49,ZA,1720575561
337,paradip garh,20.3167,86.6167,30.14,72,100,7.06,IN,1720575562
338,sar-e pul,35.8333,66.1667,21.81,29,0,0.81,AF,1720575564
339,hutang,31.5333,119.4833,26.8,93,100,4.14,CN,1720575565
340,zhanibek,49.4167,46.85,22.52,49,0,3.16,KZ,1720575567
341,edd,13.9297,41.6925,33.96,47,100,2.14,ER,1720575568
342,fale old settlement,-9.3852,-171.2468,28.41,74,23,7.87,TK,1720575569
343,saint-joseph,-21.3667,55.6167,17.21,73,16,3.09,RE,1720575570
344,ampanihy,-24.7,44.75,15.92,97,25,2.71,MG,1720575572
345,el kala,36.8956,8.4433,24.23,77,23,1.83,DZ,1720575573
346,khorixas,-20.3667,14.9667,14.57,19,0,2.91,NA,1720575575
347,bardai,11.65,7.2333,22.65,80,61,5.48,NG,1720575576
348,skiathos,39.1623,23.4909,27.21,71,0,5.8,GR,1720575577
349,nova sintra,14.8667,-24.7167,23.71,79,5,10.1,CV,1720575579
350,mikun',62.3547,50.0771,18.33,88,98,3.16,RU,1720575580
351,esquel,-42.9,-71.3167,-5.26,87,28,2.41,AR,1720575581
352,portage la prairie,49.9728,-98.2926,21.43,75,7,1.4,CA,1720575583
353,amontada,-3.3617,-39.8317,22.49,92,11,2.46,BR,1720575584
354,san juan de miraflores,-12.1629,-76.9635,16.76,90,61,3.01,PE,1720575585
355,fort st. john,56.2499,-120.8529,33.94,18,20,5.14,CA,1720575587
356,kazanka,47.8462,32.8218,23.4,57,25,3.25,UA,1720575588
357,qamdo,31.1667,97.2333,12.56,71,100,1.12,CN,1720575590
358,suva,-18.1416,178.4415,24.71,78,75,4.63,FJ,1720575591
359,noci,40.7907,17.1317,24.59,60,0,4.0,IT,1720575592
360,trondheim,63.4305,10.3951,11.11,88,14,1.82,NO,1720575595
361,newport,51.5877,-2.9984,16.36,92,75,6.7,GB,1720575596
362,el bayadh,33.6832,1.0193,28.18,12,4,4.87,DZ,1720575599
363,saudarkrokur,65.7461,-19.6394,10.84,82,92,5.43,IS,1720575600
