City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
117,keflavik,64.0049,-22.5624,10.240000000000009,87,75,4.12,IS,1720503024
118,st. john's,47.5649,-52.7093,16.82000000000005,87,74,2.67,CA,1720502807
119,hermanus,-34.4187,19.2345,9.330000000000041,79,85,15.11,ZA,1720503026
120,morshansk,53.4435,41.8107,24.879999999999995,47,0,2.23,RU,1720503028
121,smithers,54.7804,-127.1743,25.180000000000007,23,20,3.6,CA,1720503029
122,pisco,-13.7,-76.2167,16.03000000000003,94,100,1.03,PE,1720503031
123,bardai,11.65,7.2333,22.29000000000002,86,89,4.11,NG,1720503032
124,vorgashor,67.5833,63.95,20.75,47,20,2.39,RU,1720503033
125,souillac,-20.5167,57.5167,23.53000000000003,60,54,3.91,MU,1720503035
126,khanpur,28.6453,70.6567,41.379999999999995,31,37,3.31,PK,1720503037
127,isangel,-19.55,169.2667,25.060000000000002,69,40,5.66,VU,1720503038
128,palmas,-10.2128,-48.3603,22.930000000000007,73,40,1.54,BR,1720503040
129,mykolayiv,46.9659,31.9974,30.870000000000005,38,1,5.69,UA,1720503042
130,enewetak,11.3474,162.3373,28.810000000000002,79,7,7.02,MH,1720503043
131,punta arenas,-53.15,-70.9167,3.0600000000000023,75,0,8.75,CL,1720503044
132,changde,29.0464,111.6783,34.629999999999995,60,100,3.76,CN,1720503046
133,hasaki,35.7333,140.8333,34.05000000000001,67,77,6.01,JP,1720503047
134,kegen,43.0197,79.2203,19.79000000000002,45,97,3.55,KZ,1720503048
135,brigham city,41.5102,-112.0155,23.58000000000004,32,0,4.92,US,1720503050
136,utrik,11.2278,169.8474,28.04000000000002,81,85,6.71,MH,1720503051
137,port mathurin,-19.6833,63.4167,22.58000000000004,74,30,6.02,MU,1720503053
138,vila franca do campo,37.7167,-25.4333,22.230000000000018,96,93,5.14,PT,1720503054
139,sinop,41.7711,34.8709,26.08000000000004,55,39,1.96,TR,1720503055
140,lompoc,34.6391,-120.4579,14.230000000000018,94,100,3.09,US,1720503057
141,selfoss,63.9331,-20.9971,8.360000000000014,83,74,1.7,IS,1720503058
142,dakingari,11.6451,4.0605,23.980000000000018,87,31,3.65,NG,1720503060
143,aasiaat,68.7098,-52.8699,2.9700000000000273,97,100,6.09,GL,1720503061
144,darnah,32.767,22.6367,26.29000000000002,76,0,10.04,LY,1720503062
145,mossel bay,-34.1831,22.146,13.960000000000036,62,55,8.51,ZA,1720503064
146,grants,35.1473,-107.8514,18.180000000000007,58,13,3.32,US,1720503065
147,impfondo,1.6381,18.0667,23.470000000000027,87,72,1.02,CG,1720503067
148,peterhead,57.5058,-1.7981,10.25,85,36,2.65,GB,1720503068
149,qaqortoq,60.7167,-46.0333,3.7200000000000273,98,100,1.35,GL,1720503069
150,east london,-33.0153,27.9116,12.520000000000039,32,0,4.63,ZA,1720503071
151,hinton,53.4001,-117.5857,17.30000000000001,64,31,1.22,CA,1720503072
152,ocean city,39.2776,-74.5746,23.430000000000007,92,91,0.45,US,1720502734
153,puerto ayora,-0.7393,-90.3518,21.420000000000016,94,93,0.45,EC,1720503075
154,mandalgovi,45.7625,106.2708,30.140000000000043,20,97,5.23,MN,1720503076
155,susuman,62.7833,148.1667,18.129999999999995,34,99,6.66,RU,1720503078
156,bratsk,56.1325,101.6142,26.27000000000004,57,100,0.91,RU,1720502967
157,naryn,41.4287,75.9911,19.05000000000001,43,72,2.98,KG,1720503080
158,ghatampur,26.1667,80.1667,36.700000000000045,45,19,2.29,IN,1720503081
159,kodiak,57.79,-152.4072,10.730000000000018,100,100,2.57,US,1720503084
160,juhaynah,26.6732,31.4976,32.39000000000004,28,0,3.81,EG,1720503085
161,sausar,21.65,78.7833,30.0,69,85,3.06,IN,1720503087
162,bredasdorp,-34.5322,20.0403,11.480000000000018,67,95,9.42,ZA,1720503088
163,guerrero negro,27.9769,-114.0611,18.80000000000001,88,0,6.19,MX,1720502921
164,anadyr,64.75,177.4833,12.28000000000003,93,100,4.0,RU,1720503091
165,barah,13.7,30.3667,30.480000000000018,44,90,4.39,SD,1720503092
166,nikolayevsk-on-amure,53.1406,140.73,11.020000000000039,99,100,1.5,RU,1720503093
167,petropavlovsk-kamchatsky,53.0452,158.6483,13.330000000000041,100,100,5.0,RU,1720503095
168,badger,64.8,-147.5333,14.430000000000007,73,100,1.54,US,1720503096
169,tanjung selor,2.8372,117.3642,25.090000000000032,93,100,0.69,ID,1720503098
170,tver,56.8619,35.8931,20.730000000000018,76,62,2.36,RU,1720502855
171,tual,-5.6667,132.75,26.120000000000005,84,89,9.09,ID,1720503100
172,dudinka,69.4058,86.1778,20.110000000000014,48,74,6.94,RU,1720503102
173,jamestown,42.097,-79.2353,20.80000000000001,82,0,0.45,US,1720503103
174,dunedin,-45.8742,170.5036,6.560000000000002,80,82,1.39,NZ,1720502878
175,oakdale,44.963,-92.9649,20.25,81,0,0.0,US,1720503107
176,west island,-12.1568,96.8225,30.99000000000001,79,97,5.66,CC,1720503108
177,floro,61.5996,5.0328,11.980000000000018,94,75,4.63,NO,1720503110
178,berezovyy,51.6667,135.7,12.210000000000036,87,100,1.13,RU,1720503111
179,yuzhno-kurilsk,44.0306,145.8556,17.220000000000027,89,99,2.5,RU,1720503112
180,plavsk,53.7094,37.2919,23.920000000000016,68,35,2.1,RU,1720503114
181,acapulco de juarez,16.8634,-99.8901,28.900000000000034,79,40,0.0,MX,1720503114
182,aykhal,66.0,111.5,20.060000000000002,59,100,8.12,RU,1720503116
183,weno,7.4515,151.8468,29.970000000000027,74,100,5.14,FM,1720503118
184,bontang,0.1333,117.5,24.660000000000025,91,100,2.64,ID,1720503119
185,torrington,41.8007,-73.1212,24.25,93,97,1.7,US,1720503120
186,san jose del guaviare,2.5729,-72.6459,23.0,89,96,1.18,CO,1720503122
187,kaoma,-14.7833,24.8,12.07000000000005,27,1,2.91,ZM,1720503123
188,odda,60.0691,6.5457,10.430000000000007,85,71,0.66,NO,1720503124
189,quellon,-43.1167,-73.6167,4.78000000000003,82,13,4.23,CL,1720503125
190,tsiombe,-25.3,45.4833,19.900000000000034,65,0,3.43,MG,1720503127
191,manakara,-22.1333,48.0167,20.24000000000001,74,4,2.58,MG,1720503128
192,ixtapa,20.7,-105.2,28.460000000000036,78,75,1.54,MX,1720503130
193,zaozersk,69.4005,32.4476,14.400000000000034,77,64,2.67,RU,1720503131
194,siwa oasis,29.2041,25.5195,30.110000000000014,36,0,2.65,EG,1720503132
195,santa maria da vitoria,-13.3947,-44.1886,19.100000000000023,48,78,0.86,BR,1720503134
196,magnitka,55.3475,59.6961,20.55000000000001,68,12,3.94,RU,1720503135
197,afaahiti,-17.75,-149.2833,24.930000000000007,77,45,3.81,PF,1720503136
198,tangalle,6.024,80.7911,33.09000000000003,53,97,6.35,LK,1720503138
199,kralendijk,12.15,-68.2667,27.99000000000001,83,40,6.17,BQ,1720503139
200,lobau,51.1,14.6667,21.120000000000005,78,25,1.84,DE,1720503141
201,adrar,20.5022,-10.0711,29.700000000000045,18,63,7.83,MR,1720503142
202,mata-utu,-13.2816,-176.1745,26.960000000000036,82,100,12.23,WF,1720503144
203,ta`u,-14.2336,-169.5144,26.730000000000018,79,83,12.05,AS,1720503145
204,nantucket,41.2835,-70.0995,23.33000000000004,99,86,5.26,US,1720503094
205,manggar,-2.8833,108.2667,29.590000000000032,66,83,5.16,ID,1720503148
206,mount gambier,-37.8333,140.7667,13.600000000000023,68,0,2.56,AU,1720503022
207,nadym,65.5333,72.5167,20.600000000000023,43,14,7.33,RU,1720503150
208,kaga bandoro,6.9896,19.1874,22.930000000000007,90,95,1.43,CF,1720503152
209,ke-macina,13.9623,-5.3572,24.75,70,100,2.33,ML,1720503153
210,castillos,-34.1667,-53.8333,4.680000000000007,80,78,3.1,UY,1720503155
211,port alfred,-33.5906,26.891,11.770000000000039,45,25,4.02,ZA,1720503156
212,davlekanovo,54.2215,55.0343,20.27000000000004,78,34,4.05,RU,1720503157
213,fortuna,40.5982,-124.1573,14.960000000000036,94,100,0.0,US,1720503160
214,zwedru,6.0667,-8.1281,21.470000000000027,98,100,1.09,LR,1720503161
215,vernon,50.2581,-119.2691,27.939999999999998,38,0,2.57,CA,1720503158
216,tvoroyri,61.5556,-6.8111,9.840000000000032,88,100,2.63,FO,1720503164
217,vorkuta,67.5,64.0,20.890000000000043,50,17,2.44,RU,1720503166
218,kangal,39.2335,37.3911,19.760000000000048,65,6,1.25,TR,1720503167
219,san patricio,28.017,-97.5169,28.939999999999998,83,61,3.52,US,1720503168
220,ulladulla,-35.35,150.4667,16.180000000000007,62,72,4.44,AU,1720503170
221,rio grande,-32.035,-52.0986,-0.029999999999972715,74,92,4.55,BR,1720503171
222,fordon,53.1482,18.1704,20.610000000000014,80,0,0.51,PL,1720503173
223,natal,-5.795,-35.2094,23.360000000000014,94,20,1.54,BR,1720502922
224,crane,31.3974,-102.3501,25.689999999999998,55,4,9.08,US,1720503176
225,trenggalek,-8.05,111.7167,28.52000000000004,67,80,3.39,ID,1720503178
226,stanthorpe,-28.6667,151.95,13.57000000000005,97,98,3.17,AU,1720503179
227,la sarre,48.8002,-79.1996,17.220000000000027,97,99,3.05,CA,1720503181
228,flying fish cove,-10.4217,105.6791,26.82000000000005,78,75,5.66,CX,1720503182
229,gokceada,40.2011,25.909,27.680000000000007,47,0,5.66,TR,1720503183
230,polewali,-3.4324,119.3435,30.57000000000005,63,77,3.29,ID,1720503185
231,nealtican,19.05,-98.4167,15.810000000000002,83,100,1.49,MX,1720503186
232,la ronge,55.1001,-105.2842,19.120000000000005,82,100,2.57,CA,1720503187
233,poxoreo,-15.8372,-54.3892,16.220000000000027,87,27,1.07,BR,1720503189
234,shimoda,34.6667,138.95,29.5,74,100,8.06,JP,1720503191
235,luau,-10.7073,22.2247,15.310000000000002,28,12,2.1,AO,1720503192
236,cabo san lucas,22.8909,-109.9124,32.610000000000014,67,3,6.83,MX,1720502951
237,aleksandriyskaya,44.2272,43.3453,28.350000000000023,40,28,6.48,RU,1720503196
238,san luis de la loma,17.2706,-100.8939,26.670000000000016,87,100,0.3,MX,1720503197
239,laguna,38.421,-121.4238,29.110000000000014,45,0,4.63,US,1720503198
240,pirenopolis,-15.8525,-48.9592,19.27000000000004,45,5,2.48,BR,1720503200
241,christchurch,-43.5333,172.6333,9.390000000000043,82,58,4.63,NZ,1720503130
242,chonchi,-42.6128,-73.8092,3.5600000000000023,96,24,1.36,CL,1720503202
243,cuyo,10.8525,121.0086,27.310000000000002,80,81,2.72,PH,1720503204
244,hachinohe,40.5,141.5,23.29000000000002,94,100,1.21,JP,1720503205
245,vlore,40.4667,19.4897,27.07000000000005,61,0,2.96,AL,1720503206
246,fort-shevchenko,44.5086,50.263,32.32000000000005,38,0,5.8,KZ,1720503208
247,fort mcmurray,56.7268,-111.381,22.730000000000018,64,100,1.54,CA,1720503013
248,raahe,64.6833,24.4833,15.050000000000011,73,94,5.12,FI,1720503210
249,dowagiac,41.9842,-86.1086,22.129999999999995,98,100,2.49,US,1720503212
250,khandyga,62.6667,135.6,25.879999999999995,33,95,2.19,RU,1720503213
251,harnosand,62.6323,17.9379,14.0,68,77,2.54,SE,1720503214
252,abocho,7.5677,6.9863,21.52000000000004,95,100,1.32,NG,1720503217
253,abepura,-2.6333,140.5833,30.450000000000045,70,40,6.17,ID,1720503219
254,barentu,15.1139,37.5928,26.410000000000025,51,53,3.33,ER,1720503220
255,walvis bay,-22.9575,14.5053,6.53000000000003,70,0,3.09,NA,1720503221
256,klaksvik,62.2266,-6.589,9.510000000000048,87,99,1.02,FO,1720503222
257,paranapanema,-23.3886,-48.7228,12.270000000000039,96,97,2.29,BR,1720503224
258,las palmas,28.4204,-14.0131,19.439999999999998,73,75,6.69,ES,1720503225
259,gobabis,-22.45,18.9667,3.2100000000000364,45,0,3.37,NA,1720503227
260,whitehorse,60.7161,-135.0538,19.890000000000043,27,75,5.66,CA,1720502992
261,datca,36.7378,27.6842,26.5,69,0,2.28,TR,1720503229
262,chimore,-16.9833,-65.1333,10.140000000000043,90,100,0.51,BO,1720503231
263,isla mujeres,21.2311,-86.731,28.03000000000003,87,95,6.26,MX,1720503232
264,viedma,-40.8135,-62.9967,2.740000000000009,55,100,1.56,AR,1720503233
265,nova vicosa,-17.8919,-39.3719,21.930000000000007,93,49,2.78,BR,1720503235
266,sao gabriel da cachoeira,-0.1303,-67.0892,21.439999999999998,99,100,0.32,BR,1720503236
267,san antonio de pale,-1.4014,5.6325,22.82000000000005,76,95,3.83,GQ,1720503237
268,kuluncak,38.8828,37.6728,21.700000000000045,60,1,2.37,TR,1720503239
269,imbituba,-28.24,-48.6703,14.360000000000014,88,100,4.96,BR,1720503240
270,ivdel',60.6911,60.4206,27.49000000000001,35,45,0.7,RU,1720503241
271,olinda,-8.0089,-34.8553,23.850000000000023,88,75,2.06,BR,1720503243
272,pama,11.2497,0.7075,23.80000000000001,88,93,2.56,BF,1720503244
273,alghero,40.5589,8.3181,22.05000000000001,100,75,3.6,IT,1720503154
274,nyurba,63.2842,118.3319,27.810000000000002,36,96,4.99,RU,1720503248
275,okhotsk,59.3833,143.3,13.060000000000002,94,100,2.85,RU,1720503250
276,chinchilla,-26.75,150.6333,20.57000000000005,77,95,0.45,AU,1720503251
277,galax,36.6612,-80.924,22.360000000000014,96,76,0.73,US,1720503253
278,sola,-13.8833,167.55,26.230000000000018,83,97,9.99,VU,1720503254
279,raton,36.9034,-104.4391,14.189999999999998,82,75,3.09,US,1720503255
280,kiunga,-6.1219,141.2906,26.640000000000043,80,99,0.57,PG,1720503257
281,auriflama,-20.6856,-50.5547,16.129999999999995,91,93,3.21,BR,1720503258
282,padang,-0.9492,100.3543,31.03000000000003,59,100,2.2,ID,1720503259
283,sartana,47.1744,37.6927,32.33000000000004,32,34,5.69,UA,1720503261
284,oranjemund,-28.55,16.4333,10.620000000000005,53,58,1.88,NA,1720503262
285,nogliki,51.8333,143.1667,9.550000000000011,98,100,3.65,RU,1720503263
286,praia da vitoria,38.7333,-27.0667,24.140000000000043,78,20,3.75,PT,1720503265
287,pahlgam,34.0333,75.3333,19.810000000000002,49,0,4.12,IN,1720503266
288,tecuala,22.3986,-105.4569,26.02000000000004,87,100,0.64,MX,1720503268
289,lyubymivka,46.8106,33.5686,30.840000000000032,46,44,5.58,UA,1720503269
290,ifakara,-8.1333,36.6833,21.090000000000032,48,46,1.0,TZ,1720503270
291,tofol,5.3248,163.0078,28.52000000000004,78,80,6.33,FM,1720503272
292,yemva,62.59,50.8594,26.439999999999998,36,1,1.82,RU,1720503273
293,selyatino,55.5151,36.9775,24.360000000000014,53,0,1.0,RU,1720503274
294,atafu village,-8.5421,-172.5159,28.27000000000004,78,100,8.76,TK,1720503276
295,cabedelo,-6.9811,-34.8339,22.370000000000005,82,55,2.73,BR,1720503277
296,kourou,5.1552,-52.6478,25.03000000000003,93,62,0.66,GF,1720503278
297,namibe,-15.1961,12.1522,16.730000000000018,91,3,1.28,AO,1720503280
298,caleta olivia,-46.4393,-67.5281,2.090000000000032,78,51,3.04,AR,1720503281
299,karratha,-20.7377,116.8463,27.370000000000005,21,0,5.46,AU,1720503282
300,lagoa,39.05,-27.9833,22.170000000000016,93,7,9.4,PT,1720503284
301,kone,-21.0595,164.8658,22.890000000000043,62,69,2.9,NC,1720503285
302,luoyang,34.6836,112.4536,32.22000000000003,47,64,4.97,CN,1720503287
303,rongelap,11.1635,166.8941,28.410000000000025,77,17,7.71,MH,1720503288
304,queenstown,-31.8976,26.8753,2.150000000000034,65,2,6.96,ZA,1720503289
305,uzgen,40.7699,73.3007,29.350000000000023,22,39,4.14,KG,1720503291
306,yambio,4.5721,28.3955,24.129999999999995,70,33,1.57,SS,1720503292
307,belle fourche,44.6714,-103.8522,19.129999999999995,39,1,1.77,US,1720503293
308,naze,28.3667,129.4833,29.189999999999998,73,90,4.95,JP,1720503295
309,ramhormoz,31.28,49.6035,42.32000000000005,10,2,2.31,IR,1720503296
310,barranca,-10.75,-77.7667,17.03000000000003,85,77,3.82,PE,1720503298
311,sorong,-0.8833,131.25,27.600000000000023,77,100,1.05,ID,1720503299
312,xique xique,-10.8217,-42.7311,22.360000000000014,61,3,6.08,BR,1720503301
313,eyl,7.9803,49.8164,30.370000000000005,52,73,12.5,SO,1720503302
314,simpang,-1.2667,104.0833,32.64000000000004,53,99,2.24,ID,1720503304
315,galveston,29.3669,-94.9669,27.060000000000002,96,68,2.75,US,1720503184
316,greenville,35.6127,-77.3663,26.02000000000004,93,0,3.6,US,1720503110
317,fangshan,39.6983,115.9925,33.94,35,30,2.22,CN,1720503308
318,dampit,-8.2116,112.7493,30.150000000000034,51,61,2.67,ID,1720503309
319,kasongo-lunda,-6.4667,16.8167,17.730000000000018,37,33,0.28,CD,1720503310
320,colesberg,-30.72,25.0972,-1.329999999999984,87,31,3.82,ZA,1720503312
321,al jawf,29.5,38.75,31.100000000000023,30,0,6.08,SA,1720503313
322,ierapetra,35.01,25.7353,29.74000000000001,50,0,3.28,GR,1720503314
323,gadzhiyevo,69.2551,33.3362,13.379999999999995,80,64,2.47,RU,1720503316
324,taro,-8.3862,115.28,25.0,63,68,1.52,ID,1720503317
325,puerto ayacucho,5.6639,-67.6236,23.210000000000036,96,100,1.08,VE,1720503321
326,coquimbo,-29.9533,-71.3436,8.879999999999995,84,100,3.09,CL,1720503323
327,maitum,6.0392,124.4986,28.0,83,94,2.54,PH,1720503324
328,nemuro,43.3236,145.575,15.07000000000005,98,98,4.81,JP,1720503326
329,haiku-pauwela,20.9219,-156.3051,24.03000000000003,78,40,8.75,US,1720503327
330,dolores,-36.3132,-57.6792,-0.2999999999999545,63,47,1.55,AR,1720503328
331,iskateley,67.6803,53.1512,25.189999999999998,44,16,4.39,RU,1720503330
332,lewistown,40.5992,-77.5714,24.410000000000025,100,0,0.0,US,1720503331
